Year,City,Sport,Discipline,Athlete,Code,Gender,Event,Medal,Country
1968,Mexico,Hockey,Hockey,Tariq Niazi,PAK,Men,Hockey,Gold,Pakistan
1968,Mexico,Hockey,Hockey,Ahmad Riaz,PAK,Men,Hockey,Gold,Pakistan
1968,Mexico,Hockey,Hockey,Ud Din Riaz,PAK,Men,Hockey,Gold,Pakistan
1968,Mexico,Hockey,Hockey,Anwar Saeed,PAK,Men,Hockey,Gold,Pakistan
1968,Mexico,Hockey,Hockey,Aziz Tariq,PAK,Men,Hockey,Gold,Pakistan
1968,Mexico,Hockey,Hockey,Hussain Zakir,PAK,Men,Hockey,Gold,Pakistan
1972,Munich,Hockey,Hockey,Rashid Iii Abdul,PAK,Men,Hockey,Silver,Pakistan
1972,Munich,Hockey,Hockey,Rasool Akhtar,PAK,Men,Hockey,Silver,Pakistan
1972,Munich,Hockey,Hockey,Ul Islam Akhtar,PAK,Men,Hockey,Silver,Pakistan
1972,Munich,Hockey,Hockey,Jahangir Ahmad Butt,PAK,Men,Hockey,Silver,Pakistan
1972,Munich,Hockey,Hockey,Ur Rehman Fazal,PAK,Men,Hockey,Silver,Pakistan
1972,Munich,Hockey,Hockey,Ud Din Islah,PAK,Men,Hockey,Silver,Pakistan
1972,Munich,Hockey,Hockey,Muhammad Azam Malik,PAK,Men,Hockey,Silver,Pakistan
1972,Munich,Hockey,Hockey,Shahnaz Muhammad,PAK,Men,Hockey,Silver,Pakistan
1972,Munich,Hockey,Hockey,Uz-Zaman Munawar,PAK,Men,Hockey,Silver,Pakistan
1972,Munich,Hockey,Hockey,Ahmad Riaz,PAK,Men,Hockey,Silver,Pakistan
1972,Munich,Hockey,Hockey,Anwar Saeed,PAK,Men,Hockey,Silver,Pakistan
1972,Munich,Hockey,Hockey,Saleem Sherwani,PAK,Men,Hockey,Silver,Pakistan
1972,Munich,Hockey,Hockey,Iftikar Ahmed Syed,PAK,Men,Hockey,Silver,Pakistan
1972,Munich,Hockey,Hockey,Mudassar Ashgar Syed,PAK,Men,Hockey,Silver,Pakistan
1972,Munich,Hockey,Hockey,Muhammad Zahid,PAK,Men,Hockey,Silver,Pakistan
1976,Montreal,Hockey,Hockey,Rashid Iii Abdul,PAK,Men,Hockey,Bronze,Pakistan
1976,Montreal,Hockey,Hockey,Rasool Akhtar,PAK,Men,Hockey,Bronze,Pakistan
1976,Montreal,Hockey,Hockey,Mahmood Arshad,PAK,Men,Hockey,Bronze,Pakistan
1976,Montreal,Hockey,Hockey,Arshad Ali Chaudhry,PAK,Men,Hockey,Bronze,Pakistan
1976,Montreal,Hockey,Hockey,Khan Haneef,PAK,Men,Hockey,Bronze,Pakistan
1976,Montreal,Hockey,Hockey,Ud Din Islah,PAK,Men,Hockey,Bronze,Pakistan
1976,Montreal,Hockey,Hockey,Sami Ullah Khan,PAK,Men,Hockey,Bronze,Pakistan
1976,Montreal,Hockey,Hockey,Hassan Manzoor,PAK,Men,Hockey,Bronze,Pakistan
1976,Montreal,Hockey,Hockey,Hussain Manzoor,PAK,Men,Hockey,Bronze,Pakistan
1976,Montreal,Hockey,Hockey,Uz-Zaman Munawar,PAK,Men,Hockey,Bronze,Pakistan
1976,Montreal,Hockey,Hockey,Zia Qamar,PAK,Men,Hockey,Bronze,Pakistan
1976,Montreal,Hockey,Hockey,Nazim Salim,PAK,Men,Hockey,Bronze,Pakistan
1976,Montreal,Hockey,Hockey,Shahnaz Shaikh,PAK,Men,Hockey,Bronze,Pakistan
1976,Montreal,Hockey,Hockey,Saleem Sherwani,PAK,Men,Hockey,Bronze,Pakistan
1976,Montreal,Hockey,Hockey,Iftikar Ahmed Syed,PAK,Men,Hockey,Bronze,Pakistan
1976,Montreal,Hockey,Hockey,Mudassar Ashgar Syed,PAK,Men,Hockey,Bronze,Pakistan
1984,Los Angeles,Hockey,Hockey,Rashid Iv Abdul,PAK,Men,Hockey,Gold,Pakistan
1984,Los Angeles,Hockey,Hockey,Tauqeer Dar,PAK,Men,Hockey,Gold,Pakistan
1984,Los Angeles,Hockey,Hockey,Sardar Hassan,PAK,Men,Hockey,Gold,Pakistan
1984,Los Angeles,Hockey,Hockey,Ahmed Ishtiaq,PAK,Men,Hockey,Gold,Pakistan
1984,Los Angeles,Hockey,Hockey,Ullah Kaleem,PAK,Men,Hockey,Gold,Pakistan
1984,Los Angeles,Hockey,Hockey,Hameed Khalid,PAK,Men,Hockey,Gold,Pakistan
1984,Los Angeles,Hockey,Hockey,Hanir Khan,PAK,Men,Hockey,Gold,Pakistan
1984,Los Angeles,Hockey,Hockey,Shahid Ali Khan,PAK,Men,Hockey,Gold,Pakistan
1984,Los Angeles,Hockey,Hockey,Hussain Manzoor,PAK,Men,Hockey,Gold,Pakistan
1984,Los Angeles,Hockey,Hockey,Ayaz Mehmood,PAK,Men,Hockey,Gold,Pakistan
1984,Los Angeles,Hockey,Hockey,Ghulam Moin Ud Din,PAK,Men,Hockey,Gold,Pakistan
1984,Los Angeles,Hockey,Hockey,Ahmed Mushtaq,PAK,Men,Hockey,Gold,Pakistan
1984,Los Angeles,Hockey,Hockey,Akhtar Naeem,PAK,Men,Hockey,Gold,Pakistan
1984,Los Angeles,Hockey,Hockey,Ali Nasir,PAK,Men,Hockey,Gold,Pakistan
1984,Los Angeles,Hockey,Hockey,Zia Qasim,PAK,Men,Hockey,Gold,Pakistan
1984,Los Angeles,Hockey,Hockey,Saleem Sherwani,PAK,Men,Hockey,Gold,Pakistan
1988,Seoul,Boxing,Boxing,Hussain Shah Syed,PAK,Men,71-75KG,Bronze,Pakistan
1992,Barcelona,Hockey,Hockey,Saeed Anjum,PAK,Men,Hockey,Bronze,Pakistan
1992,Barcelona,Hockey,Hockey,Hasan Khan Farhat,PAK,Men,Hockey,Bronze,Pakistan
1992,Barcelona,Hockey,Hockey,Bashir Khalid,PAK,Men,Hockey,Bronze,Pakistan
1992,Barcelona,Hockey,Hockey,Muhammad Junaid Khawaja,PAK,Men,Hockey,Bronze,Pakistan
1992,Barcelona,Hockey,Hockey,Ahmed Mansoor,PAK,Men,Hockey,Bronze,Pakistan
1992,Barcelona,Hockey,Hockey,Asif Bajwa Muhammad,PAK,Men,Hockey,Bronze,Pakistan
1992,Barcelona,Hockey,Hockey,Ikhlaq Muhammad,PAK,Men,Hockey,Bronze,Pakistan
1992,Barcelona,Hockey,Hockey,Khalid Muhammad,PAK,Men,Hockey,Bronze,Pakistan
1992,Barcelona,Hockey,Hockey,Qamar Ibrahim Muhammad,PAK,Men,Hockey,Bronze,Pakistan
1992,Barcelona,Hockey,Hockey,Hussain Musaddaq,PAK,Men,Hockey,Bronze,Pakistan
1992,Barcelona,Hockey,Hockey,Mujahid Ali Rana,PAK,Men,Hockey,Bronze,Pakistan
1992,Barcelona,Hockey,Hockey,Ahmed Shahbaz,PAK,Men,Hockey,Bronze,Pakistan
1992,Barcelona,Hockey,Hockey,Muhammad Shahbaz,PAK,Men,Hockey,Bronze,Pakistan
1992,Barcelona,Hockey,Hockey,Ali Khan Shahid,PAK,Men,Hockey,Bronze,Pakistan
1992,Barcelona,Hockey,Hockey,Zaman Tahir,PAK,Men,Hockey,Bronze,Pakistan
1992,Barcelona,Hockey,Hockey,Feroz Wasim,PAK,Men,Hockey,Bronze,Pakistan
1956,Melbourne / Stockholm,Sailing,Sailing,Sloane Elmo Farrington,BAH,Men,Two-Person Keelboat Open (Star),Bronze,Bahamas
1956,Melbourne / Stockholm,Sailing,Sailing,Durward Randolph Knowles,BAH,Men,Two-Person Keelboat Open (Star),Bronze,Bahamas
1964,Tokyo,Sailing,Sailing,Cecil George Cooke,BAH,Men,Two-Person Keelboat Open (Star),Gold,Bahamas
1964,Tokyo,Sailing,Sailing,Durward Randolph Knowles,BAH,Men,Two-Person Keelboat Open (Star),Gold,Bahamas
1992,Barcelona,Athletics,Athletics,Frank Rutherford,BAH,Men,Triple Jump,Bronze,Bahamas
1996,Atlanta,Athletics,Athletics,Eldece Clarke,BAH,Women,4X100M Relay,Silver,Bahamas
1996,Atlanta,Athletics,Athletics,Pauline Elaine Davis,BAH,Women,4X100M Relay,Silver,Bahamas
1996,Atlanta,Athletics,Athletics,Debbie Ferguson-Mckenzie,BAH,Women,4X100M Relay,Silver,Bahamas
1996,Atlanta,Athletics,Athletics,Sevatheda Fynes,BAH,Women,4X100M Relay,Silver,Bahamas
1996,Atlanta,Athletics,Athletics,Chandra Sturrup,BAH,Women,4X100M Relay,Silver,Bahamas
2000,Sydney,Athletics,Athletics,Pauline Elaine Davis,BAH,Women,200M,Gold,Bahamas
2000,Sydney,Athletics,Athletics,Pauline Elaine Davis,BAH,Women,4X100M Relay,Gold,Bahamas
2000,Sydney,Athletics,Athletics,Debbie Ferguson-Mckenzie,BAH,Women,4X100M Relay,Gold,Bahamas
2000,Sydney,Athletics,Athletics,Sevatheda Fynes,BAH,Women,4X100M Relay,Gold,Bahamas
2000,Sydney,Athletics,Athletics,Eldice Lewis,BAH,Women,4X100M Relay,Gold,Bahamas
2000,Sydney,Athletics,Athletics,Chandra Sturrup,BAH,Women,4X100M Relay,Gold,Bahamas
2004,Athens,Athletics,Athletics,Debbie Ferguson-Mckenzie,BAH,Women,200M,Bronze,Bahamas
2004,Athens,Athletics,Athletics,Tonique Williams-Darling,BAH,Women,400M,Gold,Bahamas
2008,Beijing,Athletics,Athletics,Andretti Bain,BAH,Men,4X400M Relay,Silver,Bahamas
2008,Beijing,Athletics,Athletics,Christopher Brown,BAH,Men,4X400M Relay,Silver,Bahamas
2008,Beijing,Athletics,Athletics,Michael Mathieu,BAH,Men,4X400M Relay,Silver,Bahamas
2008,Beijing,Athletics,Athletics,Andrae Williams,BAH,Men,4X400M Relay,Silver,Bahamas
2008,Beijing,Athletics,Athletics,Leevan Sands,BAH,Men,Triple Jump,Bronze,Bahamas
2012,London,Athletics,Athletics,Chris Brown,BAH,Men,4X400M Relay,Gold,Bahamas
2012,London,Athletics,Athletics,Michael Mathieu,BAH,Men,4X400M Relay,Gold,Bahamas
2012,London,Athletics,Athletics,Ramon Miller,BAH,Men,4X400M Relay,Gold,Bahamas
2012,London,Athletics,Athletics,Demetrius Pinder,BAH,Men,4X400M Relay,Gold,Bahamas
1960,Rome,Athletics,Athletics,Chuan-Kwang Yang,TPE,Men,Decathlon,Silver,Taiwan
1968,Mexico,Athletics,Athletics,Cheng Chi,TPE,Women,80M Hurdles,Bronze,Taiwan
1984,Los Angeles,Weightlifting,Weightlifting,Wen-Yee Tsai,TPE,Men,"56 - 60KG, Total (Featherweight)",Bronze,Taiwan
1992,Barcelona,Baseball,Baseball,Cheng-Hsien Chang,TPE,Men,Baseball,Silver,Taiwan
1992,Barcelona,Baseball,Baseball,Wen-Chung Chang,TPE,Men,Baseball,Silver,Taiwan
1992,Barcelona,Baseball,Baseball,Yaw-Teing Chang,TPE,Men,Baseball,Silver,Taiwan
1992,Barcelona,Baseball,Baseball,Chi-Hsin Chen,TPE,Men,Baseball,Silver,Taiwan
1992,Barcelona,Baseball,Baseball,Wei-Chen Chen,TPE,Men,Baseball,Silver,Taiwan
1992,Barcelona,Baseball,Baseball,Tai-Chuan Chiang,TPE,Men,Baseball,Silver,Taiwan
1992,Barcelona,Baseball,Baseball,Chung-Yi Huang,TPE,Men,Baseball,Silver,Taiwan
1992,Barcelona,Baseball,Baseball,Wen-Po Huang,TPE,Men,Baseball,Silver,Taiwan
1992,Barcelona,Baseball,Baseball,Yeu-Jeng Jong,TPE,Men,Baseball,Silver,Taiwan
1992,Barcelona,Baseball,Baseball,Kuo-Chian Ku,TPE,Men,Baseball,Silver,Taiwan
1992,Barcelona,Baseball,Baseball,Chien-Fu Kuo Lee,TPE,Men,Baseball,Silver,Taiwan
1992,Barcelona,Baseball,Baseball,Ming-Hsiung Liao,TPE,Men,Baseball,Silver,Taiwan
1992,Barcelona,Baseball,Baseball,Chao-Huang Lin,TPE,Men,Baseball,Silver,Taiwan
1992,Barcelona,Baseball,Baseball,Kun-Han Lin,TPE,Men,Baseball,Silver,Taiwan
1992,Barcelona,Baseball,Baseball,Chen-Jung Lo,TPE,Men,Baseball,Silver,Taiwan
1992,Barcelona,Baseball,Baseball,Kuo-Chong Lo,TPE,Men,Baseball,Silver,Taiwan
1992,Barcelona,Baseball,Baseball,Kun-Hong Pai,TPE,Men,Baseball,Silver,Taiwan
1992,Barcelona,Baseball,Baseball,Ming-Hung Tsai,TPE,Men,Baseball,Silver,Taiwan
1992,Barcelona,Baseball,Baseball,Kuang-Shih Wang,TPE,Men,Baseball,Silver,Taiwan
1992,Barcelona,Baseball,Baseball,Shih-Hsih Wu,TPE,Men,Baseball,Silver,Taiwan
1996,Atlanta,Table Tennis,Table Tennis,Jing Chen,TPE,Women,Singles,Silver,Taiwan
2000,Sydney,Table Tennis,Table Tennis,Jing Chen,TPE,Women,Singles,Bronze,Taiwan
2000,Sydney,Taekwondo,Taekwondo,Shu-Ju Chi,TPE,Women,- 49 KG,Bronze,Taiwan
2000,Sydney,Taekwondo,Taekwondo,Chih Hsiung Huang,TPE,Men,- 58 KG,Bronze,Taiwan
2000,Sydney,Weightlifting,Weightlifting,Feng-Ying Li,TPE,Women,53KG,Silver,Taiwan
2000,Sydney,Weightlifting,Weightlifting,Yi-Hang Kuo,TPE,Women,75KG,Bronze,Taiwan
2004,Athens,Archery,Archery,Szu Yuan Chen,TPE,Men,Team (Fita Olympic Round - 70M),Silver,Taiwan
2004,Athens,Archery,Archery,Ming Huang Liu,TPE,Men,Team (Fita Olympic Round - 70M),Silver,Taiwan
2004,Athens,Archery,Archery,Cheng Pang Wang,TPE,Men,Team (Fita Olympic Round - 70M),Silver,Taiwan
2004,Athens,Archery,Archery,Li Ju Chen,TPE,Women,Team (Fita Olympic Round - 70M),Bronze,Taiwan
2004,Athens,Archery,Archery,Hui Ju Wu,TPE,Women,Team (Fita Olympic Round - 70M),Bronze,Taiwan
2004,Athens,Archery,Archery,Shu Chi Yuan,TPE,Women,Team (Fita Olympic Round - 70M),Bronze,Taiwan
2004,Athens,Taekwondo,Taekwondo,Shih Hsin Chen,TPE,Women,- 49 KG,Gold,Taiwan
2004,Athens,Taekwondo,Taekwondo,Mu Yen Chu,TPE,Men,- 58 KG,Gold,Taiwan
2004,Athens,Taekwondo,Taekwondo,Chih Hsiung Huang,TPE,Men,58 - 68 KG,Silver,Taiwan
2008,Beijing,Taekwondo,Taekwondo,Mu-Yen Chu,TPE,Men,- 58 KG,Bronze,Taiwan
2008,Beijing,Taekwondo,Taekwondo,Yu-Chi Sung,TPE,Men,58 - 68 KG,Bronze,Taiwan
2008,Beijing,Weightlifting,Weightlifting,Wei-Ling Chen,TPE,Women,48KG,Bronze,Taiwan
2008,Beijing,Weightlifting,Weightlifting,Ying-Chi Lu,TPE,Women,63KG,Bronze,Taiwan
2012,London,Taekwondo,Taekwondo,Li-Cheng Tseng,TPE,Women,49 - 57 KG,Bronze,Taiwan
2012,London,Weightlifting,Weightlifting,Shu-Ching Hsu,TPE,Women,53KG,Gold,Taiwan
1960,Rome,Athletics,Athletics,Abebe Bikila,ETH,Men,Marathon,Gold,Ethiopia
1964,Tokyo,Athletics,Athletics,Abebe Bikila,ETH,Men,Marathon,Gold,Ethiopia
1968,Mexico,Athletics,Athletics,Mamo Wolde,ETH,Men,10000M,Silver,Ethiopia
1968,Mexico,Athletics,Athletics,Mamo Wolde,ETH,Men,Marathon,Gold,Ethiopia
1972,Munich,Athletics,Athletics,Miruts Yifter,ETH,Men,10000M,Bronze,Ethiopia
1972,Munich,Athletics,Athletics,Mamo Wolde,ETH,Men,Marathon,Bronze,Ethiopia
1980,Moscow,Athletics,Athletics,Mohammed Kedir,ETH,Men,10000M,Bronze,Ethiopia
1980,Moscow,Athletics,Athletics,Miruts Yifter,ETH,Men,10000M,Gold,Ethiopia
1980,Moscow,Athletics,Athletics,Eshetu Tura,ETH,Men,3000M Steeplechase,Bronze,Ethiopia
1980,Moscow,Athletics,Athletics,Miruts Yifter,ETH,Men,5000M,Gold,Ethiopia
1992,Barcelona,Athletics,Athletics,Addis Abebe,ETH,Men,10000M,Bronze,Ethiopia
1992,Barcelona,Athletics,Athletics,Derartu Tulu,ETH,Women,10000M,Gold,Ethiopia
1992,Barcelona,Athletics,Athletics,Fita Bayisa,ETH,Men,5000M,Bronze,Ethiopia
1996,Atlanta,Athletics,Athletics,Haile Gebrselassie,ETH,Men,10000M,Gold,Ethiopia
1996,Atlanta,Athletics,Athletics,Gete Wami,ETH,Women,10000M,Bronze,Ethiopia
1996,Atlanta,Athletics,Athletics,Fatuma Roba,ETH,Women,Marathon,Gold,Ethiopia
2000,Sydney,Athletics,Athletics,Assefa Mezgebu,ETH,Men,10000M,Bronze,Ethiopia
2000,Sydney,Athletics,Athletics,Haile Gebrselassie,ETH,Men,10000M,Gold,Ethiopia
2000,Sydney,Athletics,Athletics,Derartu Tulu,ETH,Women,10000M,Gold,Ethiopia
2000,Sydney,Athletics,Athletics,Gete Wami,ETH,Women,10000M,Silver,Ethiopia
2000,Sydney,Athletics,Athletics,Millon Wolde,ETH,Men,5000M,Gold,Ethiopia
2000,Sydney,Athletics,Athletics,Gete Wami,ETH,Women,5000M,Bronze,Ethiopia
2000,Sydney,Athletics,Athletics,Tesfaye Tola,ETH,Men,Marathon,Bronze,Ethiopia
2000,Sydney,Athletics,Athletics,Gezahegne Abera,ETH,Men,Marathon,Gold,Ethiopia
2004,Athens,Athletics,Athletics,Kenenisa Bekele,ETH,Men,10000M,Gold,Ethiopia
2004,Athens,Athletics,Athletics,Sileshi Sihine,ETH,Men,10000M,Silver,Ethiopia
2004,Athens,Athletics,Athletics,Derartu Tulu,ETH,Women,10000M,Bronze,Ethiopia
2004,Athens,Athletics,Athletics,Ejegayehu Dibaba,ETH,Women,10000M,Silver,Ethiopia
2004,Athens,Athletics,Athletics,Kenenisa Bekele,ETH,Men,5000M,Silver,Ethiopia
2004,Athens,Athletics,Athletics,Tirunesh Dibaba,ETH,Women,5000M,Bronze,Ethiopia
2004,Athens,Athletics,Athletics,Meseret Defar,ETH,Women,5000M,Gold,Ethiopia
2008,Beijing,Athletics,Athletics,Kenenisa Bekele,ETH,Men,10000M,Gold,Ethiopia
2008,Beijing,Athletics,Athletics,Sileshi Sihine,ETH,Men,10000M,Silver,Ethiopia
2008,Beijing,Athletics,Athletics,Tirunesh Dibaba,ETH,Women,10000M,Gold,Ethiopia
2008,Beijing,Athletics,Athletics,Kenenisa Bekele,ETH,Men,5000M,Gold,Ethiopia
2008,Beijing,Athletics,Athletics,Meseret Defar,ETH,Women,5000M,Bronze,Ethiopia
2008,Beijing,Athletics,Athletics,Tirunesh Dibaba,ETH,Women,5000M,Gold,Ethiopia
2008,Beijing,Athletics,Athletics,Tsegay Kebede,ETH,Men,Marathon,Bronze,Ethiopia
2012,London,Athletics,Athletics,Tariku Bekele,ETH,Men,10000M,Bronze,Ethiopia
2012,London,Athletics,Athletics,Tirunesh Dibaba,ETH,Women,10000M,Gold,Ethiopia
2012,London,Athletics,Athletics,Sofia Assefa,ETH,Women,3000M Steeple,Silver,Ethiopia
2012,London,Athletics,Athletics,Dejen Gebremeskel,ETH,Men,5000M,Silver,Ethiopia
2012,London,Athletics,Athletics,Meseret Defar,ETH,Women,5000M,Gold,Ethiopia
2012,London,Athletics,Athletics,Tirunesh Dibaba,ETH,Women,5000M,Bronze,Ethiopia
2012,London,Athletics,Athletics,Tiki Gelana,ETH,Women,Marathon,Gold,Ethiopia
1960,Rome,Athletics,Athletics,Abdesiem Rhadi Ben Abdesselem,MAR,Men,Marathon,Silver,Morocco
1984,Los Angeles,Athletics,Athletics,Nawal El Moutawakel,MAR,Women,400M Hurdles,Gold,Morocco
1984,Los Angeles,Athletics,Athletics,Said Aouita,MAR,Men,5000M,Gold,Morocco
1988,Seoul,Athletics,Athletics,Moulay Brahim Boutayeb,MAR,Men,10000M,Gold,Morocco
1988,Seoul,Athletics,Athletics,Said Aouita,MAR,Men,800M,Bronze,Morocco
1988,Seoul,Boxing,Boxing,Abdelhak Achik,MAR,Men,54 - 57KG (Featherweight),Bronze,Morocco
1992,Barcelona,Athletics,Athletics,Khalid Skah,MAR,Men,10000M,Gold,Morocco
1992,Barcelona,Athletics,Athletics,Rachid El Basir,MAR,Men,1500M,Silver,Morocco
1992,Barcelona,Boxing,Boxing,Mohamed Achik,MAR,Men,51 - 54KG (Bantamweight),Bronze,Morocco
1996,Atlanta,Athletics,Athletics,Salah Hissou,MAR,Men,10000M,Bronze,Morocco
1996,Atlanta,Athletics,Athletics,Khalid Boulami,MAR,Men,5000M,Bronze,Morocco
2000,Sydney,Athletics,Athletics,Hicham El Guerrouj,MAR,Men,1500M,Silver,Morocco
2000,Sydney,Athletics,Athletics,Ali Ezzine,MAR,Men,3000M Steeplechase,Bronze,Morocco
2000,Sydney,Athletics,Athletics,Nouzha Bidouane,MAR,Women,400M Hurdles,Bronze,Morocco
2000,Sydney,Athletics,Athletics,Brahim Lahlafi,MAR,Men,5000M,Bronze,Morocco
2000,Sydney,Boxing,Boxing,Tahar Tamsamani,MAR,Men,54 - 57KG (Featherweight),Bronze,Morocco
2004,Athens,Athletics,Athletics,Hicham El Guerrouj,MAR,Men,1500M,Gold,Morocco
2004,Athens,Athletics,Athletics,Hicham El Guerrouj,MAR,Men,5000M,Gold,Morocco
2004,Athens,Athletics,Athletics,Hasna Benhassi,MAR,Women,800M,Silver,Morocco
2008,Beijing,Athletics,Athletics,Hasna Benhassi,MAR,Women,800M,Bronze,Morocco
2008,Beijing,Athletics,Athletics,Jaouad Gharib,MAR,Men,Marathon,Silver,Morocco
2012,London,Athletics,Athletics,Abdalaati Iguider,MAR,Men,1500M,Bronze,Morocco
1960,Rome,Boxing,Boxing,Clement Quartey,GHA,Men,60 - 63.5KG (Light-Welterweight),Silver,Ghana
1964,Tokyo,Boxing,Boxing,Edward Blay,GHA,Men,60 - 63.5KG (Light-Welterweight),Bronze,Ghana
1972,Munich,Boxing,Boxing,Prince Amartey,GHA,Men,71-75KG,Bronze,Ghana
1992,Barcelona,Football,Football,Joachin Yaw Acheampong,GHA,Men,Football,Bronze,Ghana
1992,Barcelona,Football,Football,Simon Addo,GHA,Men,Football,Bronze,Ghana
1992,Barcelona,Football,Football,Sammi Adjei,GHA,Men,Football,Bronze,Ghana
1992,Barcelona,Football,Football,Frank Amankwah,GHA,Men,Football,Bronze,Ghana
1992,Barcelona,Football,Football,Bernard Nii Aryee,GHA,Men,Football,Bronze,Ghana
1992,Barcelona,Football,Football,Isaac Asare,GHA,Men,Football,Bronze,Ghana
1992,Barcelona,Football,Football,Kwame Ayew,GHA,Men,Football,Bronze,Ghana
1992,Barcelona,Football,Football,Ibrahim Dossey,GHA,Men,Football,Bronze,Ghana
1992,Barcelona,Football,Football,Mohammed Gargo,GHA,Men,Football,Bronze,Ghana
1992,Barcelona,Football,Football,Samuel Ablade Kumah,GHA,Men,Football,Bronze,Ghana
1992,Barcelona,Football,Football,Nii Odartey Lamptey,GHA,Men,Football,Bronze,Ghana
1992,Barcelona,Football,Football,Yaw Preko,GHA,Men,Football,Bronze,Ghana
1992,Barcelona,Football,Football,Shamo Quaye,GHA,Men,Football,Bronze,Ghana
1960,Rome,Weightlifting,Weightlifting,Abdul Wahid Aziz,IRQ,Men,"60 - 67.5KG, Total (Lightweight)",Bronze,Iraq
1960,Rome,Weightlifting,Weightlifting,Howe-Liang (Tiger) Tan,SIN,Men,"60 - 67.5KG, Total (Lightweight)",Silver,Singapore
2008,Beijing,Table Tennis,Table Tennis,Tian Wei Feng,SIN,Women,Team,Silver,Singapore
2008,Beijing,Table Tennis,Table Tennis,Jiawei Li,SIN,Women,Team,Silver,Singapore
2008,Beijing,Table Tennis,Table Tennis,Yue Gu Wang,SIN,Women,Team,Silver,Singapore
1964,Tokyo,Athletics,Athletics,Mohamed Gammoudi,TUN,Men,10000M,Silver,Tunisia
1964,Tokyo,Boxing,Boxing,Habib Galhia,TUN,Men,60 - 63.5KG (Light-Welterweight),Bronze,Tunisia
1968,Mexico,Athletics,Athletics,Mohamed Gammoudi,TUN,Men,10000M,Bronze,Tunisia
1968,Mexico,Athletics,Athletics,Mohamed Gammoudi,TUN,Men,5000M,Gold,Tunisia
1972,Munich,Athletics,Athletics,Mohamed Gammoudi,TUN,Men,5000M,Silver,Tunisia
1996,Atlanta,Boxing,Boxing,Fathi Missaoui,TUN,Men,60 - 63.5KG (Light-Welterweight),Bronze,Tunisia
2008,Beijing,Aquatics,Swimming,Oussama Mellouli,TUN,Men,1500M Freestyle,Gold,Tunisia
2012,London,Aquatics,Marathon swimming,Oussama Mellouli,TUN,Men,10KM,Gold,Tunisia
2012,London,Aquatics,Swimming,Oussama Mellouli,TUN,Men,1500M Freestyle,Bronze,Tunisia
2012,London,Athletics,Athletics,Habiba Ghribi,TUN,Women,3000M Steeple,Gold,Tunisia
1964,Tokyo,Athletics,Athletics,Wilson Chuma Kiprugut,KEN,Men,800M,Bronze,Kenya
1968,Mexico,Athletics,Athletics,Nabiba Naftali Temu,KEN,Men,10000M,Gold,Kenya
1968,Mexico,Athletics,Athletics,Kipchoge Keino,KEN,Men,1500M,Gold,Kenya
1968,Mexico,Athletics,Athletics,Amos Kipwabok Biwott,KEN,Men,3000M Steeplechase,Gold,Kenya
1968,Mexico,Athletics,Athletics,Benjamin Kogo,KEN,Men,3000M Steeplechase,Silver,Kenya
1968,Mexico,Athletics,Athletics,Charles Asati,KEN,Men,4X400M Relay,Silver,Kenya
1968,Mexico,Athletics,Athletics,Naftali Bon,KEN,Men,4X400M Relay,Silver,Kenya
1968,Mexico,Athletics,Athletics,Hezekiah Munyoro Nyamau,KEN,Men,4X400M Relay,Silver,Kenya
1968,Mexico,Athletics,Athletics,Daniel Matasi Rudisha,KEN,Men,4X400M Relay,Silver,Kenya
1968,Mexico,Athletics,Athletics,Nabiba Naftali Temu,KEN,Men,5000M,Bronze,Kenya
1968,Mexico,Athletics,Athletics,Kipchoge Keino,KEN,Men,5000M,Silver,Kenya
1968,Mexico,Athletics,Athletics,Wilson Chuma Kiprugut,KEN,Men,800M,Silver,Kenya
1968,Mexico,Boxing,Boxing,Philip Waruinge,KEN,Men,54 - 57KG (Featherweight),Bronze,Kenya
1972,Munich,Athletics,Athletics,Kipchoge Keino,KEN,Men,1500M,Silver,Kenya
1972,Munich,Athletics,Athletics,Kipchoge Keino,KEN,Men,3000M Steeplechase,Gold,Kenya
1972,Munich,Athletics,Athletics,Benjamin Wabura Jipcho,KEN,Men,3000M Steeplechase,Silver,Kenya
1972,Munich,Athletics,Athletics,Julius Sang,KEN,Men,400M,Bronze,Kenya
1972,Munich,Athletics,Athletics,Charles Asati,KEN,Men,4X400M Relay,Gold,Kenya
1972,Munich,Athletics,Athletics,Hezekiah Munyoro Nyamau,KEN,Men,4X400M Relay,Gold,Kenya
1972,Munich,Athletics,Athletics,Robert Ouko,KEN,Men,4X400M Relay,Gold,Kenya
1972,Munich,Athletics,Athletics,Julius Sang,KEN,Men,4X400M Relay,Gold,Kenya
1972,Munich,Athletics,Athletics,Michael Boit,KEN,Men,800M,Bronze,Kenya
1972,Munich,Boxing,Boxing,Philip Waruinge,KEN,Men,54 - 57KG (Featherweight),Silver,Kenya
1972,Munich,Boxing,Boxing,Samuel Mbugua,KEN,Men,57 - 60KG (Lightweight),Bronze,Kenya
1972,Munich,Boxing,Boxing,Richard (Tiger) Murunga,KEN,Men,63.5 - 67KG (Welterweight),Bronze,Kenya
1984,Los Angeles,Athletics,Athletics,Michael Musyoki,KEN,Men,10000M,Bronze,Kenya
1984,Los Angeles,Athletics,Athletics,Julius Korir,KEN,Men,3000M Steeplechase,Gold,Kenya
